"DLD"	"C15orf52"	"ST8SIA1"	"MTRNR2L5"	"BRAT1"	"LIPM"	"CYP26C1"	"ZNF318"	"PVRL2"	"PAQR5"	"ATF1"	"PVRL2.1"	"LIPM.1"	"MTHFSD"	"TMEM120B"	"RFX8"	"MORN4"	"PADR5"	"SLC35B4"	"LDLRAD4"	"TEX101"	"TPM3"	"C6orf226"	"GRLF1"	"MTMR1"	"SRP19"	"KLC1"	"RXRA"	"ACBD3"	"RAB3GAP2"	"ZNF362"	"MRPL20"	"NOTCH2NL"	"TRPM8"	"NTNG2"	"SDC4"	"TTC22"	"LAMB2"	"PAFAH1B1"	"PTCH2"	"STYXL1"	"BANP"	"ECH1"	"TMEM123"	"LAMB2.1"	"CSF2RA"	"CDHR1"	"MESDC1"	"PCDHGB2"	"TP53AIP1"	"PCDHGB2.1"	"LRP1"	"FBXL19"	"RRP1B"	"DSN1"	"colorectal"	"prostate"	"pancreatic"
0.060490839209859	-0.220244003342821	-0.242331823576762	0.164559119338569	-0.735340337291051	0.914197175351512	0.387771325310367	0.0799095616432292	1.19234056319967	-0.519246551620043	-0.655266937477765	-2.58136585021906	-1.22006229567145	0.757407465800657	0.229514874950383	0.161460062715354	0.628732841591015	0.711274419275905	0.0626970271019903	0.582625321135989	-0.252783129719812	0.0465445637213807	0.493140338714262	-0.388631129540059	-0.0883201058650227	0.425444688538562	-0.325158880280385	0.386284716458819	-0.112314795353886	0.136655001515046	0.351198504504436	0.350151860853517	-0.584195295301301	-0.381497583853715	0.870233808373857	-0.893627560575388	0.365921336308445	0.156939806880817	0.331626036625301	-0.505076161775097	0.287713828147277	0.0823473833127131	0.19926787513994	0.0560716503932289	0.194162157451391	-0.0754049634492006	-0.0048328619104049	0.578735779895072	-0.150076221044201	0.308615287897571	0.565293909391061	-0.00454974373162693	0.172163150614516	-0.455778668785642	0.888186805064501	1	0	0
-0.202357890058431	-0.530939867887108	-0.471068546764102	0.0290228352813614	-0.758223929551903	-1.56635429102137	0.251008530831493	0.350534494992441	1.08557812653757	0.632787660977809	-0.343359118725352	-1.73867083530998	1.39900273849753	0.699254554196226	-0.778021146588401	0.601699860557079	0.0892359688761589	-0.815264456817189	0.00291567313758358	0.270415595760429	-0.431716265140462	-0.065932249893638	0.356449045649296	0.327250066914996	0.280350722787563	0.182429538315619	0.39540887843786	-0.0173826898027032	0.102841495141182	0.0423161400115417	0.498958980149316	0.420984424494279	-0.163236794854289	0.317943503857237	0.919683219582126	-0.395317761895102	-0.175754292944241	0.113585865452171	-0.0393690672905315	0.380279666175782	0.505504118765735	-0.0844566669977189	-0.0997092670922376	0.465457961803916	-0.668377549891232	0.0907506325476226	0.393201074781364	0.696588773657863	-0.321108466653857	0.568679284711723	1.0473140993367	1.13222470744655	-0.0745556557415655	-0.0812098235598105	-0.156364613001427	1	0	0
0.00889928956967566	-0.190636934735271	1.08113808184428	0.815001509017738	0.159498748196445	1.04468921012271	0.751303197814045	0.481384960783568	0.556193003393194	0.669596346343339	0.492965365099128	0.327790681807415	-1.18119851723323	0.958495627957566	1.79006328185014	0.929727142016658	0.497194317580433	-1.31075037252193	0.259162744317048	0.122444405851307	0.572014600913377	1.57449159126403	0.134058833163382	0.950346749078555	0.160679215153004	0.487597411991963	0.0784441145505995	1.13880730986447	0.555978682612773	0.141511945862412	1.08765092946994	1.0544444214279	-0.896287600030477	0.857175554002011	1.00347154247614	-0.263455885004692	0.398715140239732	-0.0169052721946569	1.19739297543757	0.258967244413454	0.254842554230795	0.401531089390516	0.213276841696778	1.04880075697697	0.324113935695208	-0.0578454405747398	1.02480908091289	1.09626611156846	-3.8684596638638	1.24202717803893	1.69952647312071	-0.358129828018139	0.359539086181079	-0.0490461787974206	-1.00358733068026	1	0	0
-0.325698727236578	-1.10916948490926	-1.15911920097062	-1.21674235254341	-0.748556933481308	0.620376784889059	-1.52116576973546	-1.27140936867491	-0.283769211239197	-0.121987669314043	-0.425725789647115	0.217328378453452	-1.06577218640297	-1.5608743946562	-1.16349912220218	-1.18514992739605	-1.02366968328231	0.342037243336014	-0.491034638765701	-1.31527118277051	-0.919839898269242	-1.32397517891364	-0.747487429570613	-1.5535987949136	-1.07541768716191	-0.925499142922841	-1.72107959061585	-2.01847246266594	-1.53478277061441	-0.606071068231113	-1.32806281005553	-1.51208751875618	-1.23964242361699	-1.81548634620231	-0.434041794084249	-1.11749312767889	-1.56161755775849	-0.884943347808317	-1.00836920218304	-0.61720181761756	-1.32359919679214	-1.40587193294231	-0.595258899943753	-2.16390329779962	-0.228752999758055	-0.309930173232936	-2.09916115250667	-1.97411213338603	-0.442941831499537	-1.1408023023091	-0.136895428493004	-1.62885926570784	-0.625908777727874	-0.248476731832181	-0.899941900013701	1	0	0
-0.0458848064591328	0.188547570443353	0.0957361453350719	0.079565021289648	0.607239265419097	1.05988254553585	0.371509082692021	1.08531220059594	0.450253353684466	0.882837257344068	-0.805843824200976	0.797278621659062	-0.801357480659971	0.7676685347153	-0.792548560643345	0.280588696892281	0.679081159937615	-0.229766413873366	-0.151318109049371	0.55855628944404	0.0560141538346076	0.171734980784087	0.0771867623524477	0.548712258915744	0.187429618595533	-0.200778973651893	1.68089274264725	0.275436898278734	0.894470346685341	-0.166015264773183	0.542671931827035	0.171120686613685	1.14497330611761	1.75316227801056	0.955624498948136	2.2365870254197	0.41593068341952	0.130738275823987	0.174185746573337	0.769528720081141	0.569198676593834	1.31985489075683	-0.0924174531415045	0.014044711558314	-0.728239970622622	0.0721839376728471	1.50742652517255	0.132713793131514	-0.0166044855559116	-0.112314025165458	0.830396352342253	0.690710335630857	-0.140820598304744	0.0612462698607126	1.5833016607979	1	0	0
-0.0546643090278521	-0.250564495290311	0.214818730755019	-0.76070098843024	0.261832964412464	0.522638498562861	-0.608942139985296	-0.333316209325152	0.430116725615125	1.04461346596737	0.24416414742668	0.389896017510811	-1.27984658016995	-0.266972111457602	-0.549594546971709	-0.570133654215941	-1.58711270740592	-0.974300650729712	-0.378371702384494	-0.0726926008413476	-0.499763009214379	-0.842569049420904	-0.553679078312758	-0.52005623364542	-0.392615562858213	-0.188359848846091	0.127527157273302	-0.116404501844989	-0.46802116262813	-0.306937989074687	-1.06097056160513	-0.571926794715888	0.36946942135675	-0.115610032064418	-1.73189069606128	0.561251229955919	0.159671905709765	-0.586255284990226	-0.319709701639771	-0.123557696441	-0.806223135966954	-0.0036272853814328	-0.30929464460439	-0.509354786826715	-0.103214359409427	-0.0373824839338534	1.14850131495125	-0.161330331475573	-0.550636475451794	-0.565263013810801	0.840836813980006	0.533929293045141	-0.473130569511778	-0.0297200698010859	-0.507450141592829	1	0	0
-0.0121140507602556	-0.572318421603682	-0.635033126146556	-0.152842341061997	-1.08085992340788	1.01251346900321	0.20599513543771	-0.735079479490232	0.902216556301529	-0.837714228270677	1.28977733971084	-1.90137570256617	-0.824566683473298	0.0864487130633896	-0.191068321709305	-0.0611113707552445	0.881419054681362	0.685998768552505	0.144716533646967	-0.743519041761079	0.0844911367560516	0.03983553815532	0.16113577190229	-0.172506794537467	-0.0541062629193519	-0.00565596563982593	-1.27787201120799	-0.349182521238964	-0.688072368730065	0.0564411091294652	0.163890034990289	0.136105041465479	-0.267978074889559	-1.51046904387502	0.688718286743503	-1.33641078195348	0.110962753468214	0.0864586274609222	-1.34611316429026	-0.419975444372891	0.133390540911934	-0.251194752089202	0.177296656396968	-0.277256513343233	0.152993985921949	0.000639995581493286	-0.55057170774807	0.263012859584307	-1.09174818636172	-0.480204758839515	1.55161438099685	0.0415762657747002	0.0706436417734432	-0.0358895328724995	-0.652816823351231	1	0	0
0.0889045020686235	0.298414764794258	0.558052972353184	-0.0146012264671262	1.33841912836775	-1.16651634739889	0.423679505417206	1.21438310005231	0.738728455554598	0.635619587842896	-0.263584760043075	-1.90146552688371	1.30348889566305	0.339747003425265	-0.00412088649892924	0.298765928675678	0.837565008166522	-0.465508890846952	-0.0573989965020004	0.693674853562978	0.181428773386902	0.20487756708043	0.125250953478816	0.0139845843356479	0.19148193282748	-0.0892780726655545	0.885035285305816	0.619974273851247	1.17744046800362	-0.0664449332260037	0.0985307658952352	0.453275740271685	1.10853984032807	0.88198079206408	0.614078966411022	1.09136511276424	0.3640191993697	-0.105464568920788	0.562553927682198	0.891547816144998	0.402504702258392	1.3809826603143	-0.10686060826984	0.321929672747038	0.180057008580644	-0.0238516490606538	0.238922747665618	0.674751573392677	0.137823224133964	0.866443094168824	0.647078636004595	1.43580862047021	-0.130020650555694	0.183039980494649	-0.740483427434716	1	0	0
0.337859269453617	-0.597644950171591	-0.420439074438052	0.0288667873657297	-1.15120997684347	1.16004295779747	0.609085477059659	-0.364772661301339	0.945367901216376	0.765792765427946	0.993038598047284	-0.23203397547443	-0.554927359510658	0.0853794233167719	-1.17437041646156	-0.0500495685186393	2.3904989041112	-0.84047194235525	0.146160930267239	-0.319619524002193	-0.355163678057304	-0.227854581930528	0.493140338714262	-0.158946282825237	0.134364820203784	-0.0548042951873825	0.110132905702991	-0.385955883123855	-0.151776614993511	0.0751257799786375	0.776081516899897	0.0184781145145293	0.270313553465814	0.268768656913939	0.487061175669782	0.0916943024925113	0.224127862482198	0.317576792087654	0.024117415092898	0.0139225767653805	0.693981259516566	0.0261889935825725	0.367222230796766	-0.17370687426437	0.254805851398677	0.17890943963728	0.0655669930032993	0.630964026746939	-0.0762330041064394	0.308615287897571	0.483689075862544	0.480984427110654	0.088510923751258	0.296284198122295	-1.04066124519919	1	0	0
0.494102489712935	-1.5775319075805	0.495863964891468	0.628472233862638	-0.699466719060338	0.741510605818826	0.145826888473996	-0.41740071864253	0.789271558564708	0.477553521606889	1.09555644614317	0.515819833118169	-0.690453460381454	-0.436948054640852	-0.645268407462722	0.144996911999251	0.265502314157125	-0.834732433749775	0.260773802085813	-0.49298769217937	0.470813695037021	-0.540797079459464	0.295237198358019	0.768565244027343	0.650124396452639	0.234133067104829	0.505743254746147	0.224726600154366	-0.109757339446927	0.415260505602368	0.165571302362508	-0.281545334722534	-0.255090180436379	0.587931094995636	-0.126145982832761	0.803451562930984	0.0172764898142944	0.285317917829515	-1.08587787149972	-0.552080710013105	-0.197990791289533	0.361512189896054	0.40018225147425	0.0980739110491438	0.67611623119169	0.476615590902856	1.43520187284135	-0.412989921267431	0.309187007898425	-0.543237503436438	-2.66371434313268	-0.938706746758728	0.276846854673292	0.521702284719723	-0.499899250265759	1	0	0
